projectId	number	author	createdAt	labels	title	title_numberOfWords	body	body_numberOfWords
507775	46	stevvooe	2010-03-01T03:14:14.000Z	[]	json implementation	5	floating points quotes null-pointer document string message nested nested token value string numeric can use numeric value line status response this detail this json generated python package which json php json either flexjson package detail let project	155
507775	47	kimchy	2010-03-01T18:00:58.000Z	[feature;;v0.05.0]	querydsl field	3	field which except field parameters except querying against field using query-string fuzzy boolean phrase sample field sample field sample field boost	76
507775	48	kimchy	2010-03-01T22:25:44.000Z	[feature;;v0.05.0]	querydsl against	9	requires order against default field query-string against default can either dismax field where list against option using dismax field using dismax sample sample boosting field	122
507775	49	kimchy	2010-03-02T13:56:23.000Z	[]	jgroups upgrade sys proper	8	can system logic loopback transport http jgroups bind	33
507775	50	kimchy	2010-03-05T14:01:37.000Z	[enhancement;;v0.05.0]	search api facet add global control facet search	21	search request facets global search this facets global	31
507775	51	kimchy	2010-03-07T18:10:57.000Z	[feature;;v0.05.1]	mapping mapping	4	add field mapping mapping core this map string properties field string store string mapping field mapping field mapping default mapping was case core mapping field mapping mapping set this multi-mapping	127
507775	52	clintongormley	2010-03-08T19:12:00.000Z	[bug;;v0.05.1]	count commit	8	server count bisect commit commit author date client api operation future listener curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl timeout curl count term text	526
507775	54	clintongormley	2010-03-09T20:22:59.000Z	[enhancement;;v0.06.0]	parsing numeric types	6	dynamic-languages like perl numbers can equivalent result json output any add implicit-typing get string string like curl object mapping properties curl object object nested nested token value string numeric can use numeric value line clint	130
507775	55	clintongormley	2010-03-10T14:56:49.000Z	[bug;;v0.06.0]	search param nullpointerexception process	14	either nullpointerexception process this curl search clint	28
507775	56	clintongormley	2010-03-11T13:40:34.000Z	[v0.06.0]	 	3	curl search field text boost object null size field text boost nested object nested token value string numeric can use numeric value line	69
507775	57	clintongormley	2010-03-11T14:15:07.000Z	[bug;;v0.06.0]	mapping metadata gateway server restart	9	server gateway put mapping state can mapping metadata snapshot gateway server restart server state mapping metadata indexed mapping config set http gateway location elasticsearch store memory memory clint	90
507775	58	kimchy	2010-03-11T14:38:34.000Z	[enhancement;;v0.06.0]	java-api map getresponse map	13	map indexing using back getresponse	18
507775	59	clintongormley	2010-03-12T13:56:08.000Z	[bug;;v0.06.0]	boolean fieldtype handle string	10	place where curl mapping properties boolean curl curl search filter term curl search filter term	159
507775	60	kimchy	2010-03-12T16:11:22.000Z	[bug;;v0.06.0]	mapper schemaless date detection numbers	10	string date-parsing	17
507775	62	clintongormley	2010-03-12T20:53:13.000Z	[bug;;v0.06.0]	server restart	6	server set use put mapping curl mapping properties set record curl curl term term term term term term term term term term term term term term term term term term term term term term term term term term term term term term restart server curl term term term term term term term term term term term term term term term term term term term term search	961
507775	65	kimchy	2010-03-17T18:02:36.000Z	[enhancement;;v0.06.0]	get api which load	9	get api api default	34
507775	66	kimchy	2010-03-17T19:29:05.000Z	[feature;;v0.06.0]	mapper field	8	field store json was indexed elasticsearch future require field this field can using mapping can forall dynamic mappings using shared dynamic mapping definition	81
507775	67	sbtourist	2010-03-18T09:45:03.000Z	[discuss]	api lookup documents external	8	field document nor api document external document this document search client response	73
507775	68	sbtourist	2010-03-18T11:23:07.000Z	[bug;;v0.06.0]	nullpointerexception	3	response null throws nullpointerexception callstack	23
507775	69	kimchy	2010-03-18T14:02:49.000Z	[feature;;v0.06.0]	search api highlighting	4	highlight search implementation uses lucene fast-vector-highlighter search request highlight case field foreach search hit element each search each highlight which order highlight field case mapping include typename store field can use candidate highlighting default highlighting wrap text this can setting highlight can schema class class class class class class class class class class post nice this post switching highlight each field can control size fragment defaults return defaults highlight	286
507775	70	kimchy	2010-03-18T15:26:45.000Z	[enhancement;;v0.06.0]	memory store default	9	 	0
507775	71	clintongormley	2010-03-18T16:04:53.000Z	[]	add command	5	instance gateway take seconds load nice mapping forcing reindex like rename indices flush unlock clint	89
507775	72	kimchy	2010-03-19T15:07:09.000Z	[enhancement;;v0.06.0]	analysis add language	7	arabic cjk french persian thai token	24
507775	73	clintongormley	2010-03-19T18:29:08.000Z	[bug;;v0.06.0]	 	3	curl object notice search dfs fetch dismax field text boost field boost explain size clint	56
507775	74	kimchy	2010-03-20T01:24:44.000Z	[feature;;v0.06.0]	threadpool add blocking threadpool	5	add threadpool blocking wait threadpool execute level add task queue	26
507775	75	kimchy	2010-03-20T01:40:50.000Z	[enhancement;;v0.06.0]	threadpool rename dynamic scaling	5	 	13
507775	76	clintongormley	2010-03-20T11:48:34.000Z	[bug;;v0.06.0]	this time	9	this nullpointerexception curl object mapping store properties format date ancestor status string last-modified format date parent	72
507775	77	kimchy	2010-03-20T23:14:10.000Z	[feature;;v0.06.0]	search api scroll	3	search scroll can timeout value response can continue scroll each scroll request scroll timeout value continue curl localhost search scroll execute search scroll timeout result can execute scroll request curl localhost search scroll scroll scroll operation point-in-time snapshot search any refresh account resources each state continue	148
507775	78	kimchy	2010-03-22T00:33:27.000Z	[feature;;v0.06.0]	api numbers	5	api numbers this numbers date-format internal format required	52
507775	79	clintongormley	2010-03-22T14:11:16.000Z	[enhancement]	put mapping indices	7	indices put mapping curl mapping properties store integer text store string nosuchelementexception null maybe this	40
507775	80	clintongormley	2010-03-22T14:17:15.000Z	[]	 	4	commit curl curl mapping properties store integer text store string curl timeout curl text curl null	73
507775	81	clintongormley	2010-03-22T14:53:27.000Z	[]	reset ulimit	2	file limit default linux box any can add ulimit startup	51
507775	82	kimchy	2010-03-22T15:08:37.000Z	[feature;;v0.06.0]	store memory	10	using file system storage caching lucene sense operations which memory parameters memory store suffix this store term memory field store disk which space configuration like this store memory del	81
507775	83	clintongormley	2010-03-22T15:32:46.000Z	[bug;;v0.06.0]	search field	7	managed replicate include exception nodes localhost this curl nodes curl object notice mapping store properties notice string ancestor status string location location last-modified format date parent featured boolean publish date format date text string last-modified format date boost string boolean format date subtype string curl object notice notice ancestor status last-modified location last-modified parent featured subtype publish date text happy future nan curl object notice notice ancestor status last-modified location last-modified parent featured subtype publish date curl object notice notice ancestor status last-modified location last-modified parent featured subtype publish date text happy curl object notice notice ancestor status last-modified location last-modified parent featured subtype publish date text happy james foundation curl object notice notice ancestor status last-modified location last-modified parent featured subtype publish date text happy nan curl object notice search dfs fetch filter term status happy curl object notice search dfs fetch filter term status happy	661
507775	84	kimchy	2010-03-23T12:17:50.000Z	[feature;;v0.06.0]	mapping short	5	add numeric short this size memory utilization operations	32
507775	85	kimchy	2010-03-23T22:36:08.000Z	[enhancement;;v0.06.0]	querydsl rename	5	named rename	19
507775	86	bubdzombie	2010-03-24T20:23:31.000Z	[feature;;v0.06.0]	mapping definitions	3	mappings defined config file	23
507775	87	bubdzombie	2010-03-24T20:25:49.000Z	[]	default mappings	2	creation mappings inherited indices put request	31
507775	88	kimchy	2010-03-24T23:59:53.000Z	[feature;;v0.06.0]	aliases	2	aliases indices alias using rest api localhost aliases add alias operations can use api alias add alias alias add alias add atomic operation alias can this search count list indices can alias alias use add alias add alias aliases can set yaml aliases	189
507775	89	clintongormley	2010-03-25T11:55:56.000Z	[]	indices put mapping	9	this curl mapping properties integer text string	35
507775	90	kimchy	2010-03-25T18:56:21.000Z	[enhancement;;v0.06.0]	mapping field indexed	20	default indexed having this can setting this order set	59
507775	91	grantr	2010-03-27T17:39:38.000Z	[]	add gateway	4	perfect place store metadata scalable gateway deployment persistent elasticsearch external configuration required shared	62
507775	94	clintongormley	2010-03-29T11:37:48.000Z	[]	morelikethis	4	morelikethis uses like curl object notice morelikethis execute object object like like like like like like like like like like like like like like like like like like happy future nan like like uid size nested null null null null	142
507775	95	kimchy	2010-03-29T13:42:50.000Z	[enhancement;;v0.06.0]	morelikethis rename rest http	8	can which relate search request	19
507775	97	clintongormley	2010-03-29T18:10:11.000Z	[]	morelikethis search count return	8	morelikethis count return search curl curl curl mapping store properties store integer text store string curl mapping store properties store integer text store string curl timeout curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl text curl timeout echo search curl search morelikethis echo count curl count morelikethis clint	591
507775	99	clintongormley	2010-03-31T16:26:07.000Z	[]	search	5	out was having nfs was red happening process each gets search next this select this was which snapshot info which object snapshot object append snapshot elasticsearch object native elasticsearch object nfs filehandle native init select seconds clint	311
507775	101	kimchy	2010-04-01T09:25:20.000Z	[feature;;v0.06.0]	clear indices api clear indices	9	filter rest api either post clear post indices clear	27
507775	102	clintongormley	2010-04-01T14:52:10.000Z	[]	nodes sametime can communicate	14	repeat nodes sametime communicate gateway puts load cpu nodes sametime communicate cpu nodes this stage metadata gateway directory shutdown nodes gateway was nothing having directory size find metadata file restart metadata indices object settings lowercase object mappings object dynamic boost store properties store boost ancestor ancestor store boost last-modified date last-modified store boost format status string status store boost date store boost format store boost parent parent store boost object dynamic boost store properties store boost ancestor ancestor store boost last-modified date last-modified store boost format date store boost format status string status store boost string store boost store boost url string url store boost parent parent store boost scraper scraper object dynamic boost store properties store boost ancestor ancestor store boost last-modified date last-modified store boost format date store boost format status string status store boost string store boost store boost parent parent store boost location location object dynamic boost store properties store boost ancestor ancestor store boost last-modified date last-modified store boost format date store boost format status string status store boost string store boost store boost parent parent store boost image image object dynamic boost store properties store boost ancestor ancestor store boost title string title store boost last-modified date last-modified store boost format date store boost format status string status store boost store boost parent parent store boost notice notice object dynamic boost store properties boolean store boost ancestor ancestor store boost text string text store boost last-modified date last-modified store boost format publish date date publish date store boost format status string status store boost notice string notice store boost featured boolean featured store boost store boost store boost last-modified date last-modified store boost format location location store boost date store boost format string store boost subtype string subtype store boost parent parent store boost group group object dynamic boost store properties store boost ancestor ancestor store boost last-modified date last-modified store boost format date store boost format status string status store boost string store boost text string text store boost store boost parent parent store boost user user object dynamic boost store properties store boost ancestor ancestor store boost username string username store boost last-modified date last-modified store boost format email string email store boost date store boost format status string status store boost string store boost store boost parent parent store boost server info server red elasticsearch initializing info plugins red loaded info server red elasticsearch info server red elasticsearch info transport red inet inet info red master red inet info discovery red info http red inet inet info red object mappings scraper location image notice group user info jmx red service jmx rmi jndi rmi service jmx rmi jndi rmi info server red elasticsearch collect view collect unicast view message table view message table view message table view collect view message table view message table view message table view info red red connect collect view info red info server red elasticsearch info server red elasticsearch info server red elasticsearch info server red elasticsearch info server elasticsearch initializing info plugins loaded info server elasticsearch info server elasticsearch info transport inet inet info master inet info discovery info http inet inet info jmx service jmx rmi jndi rmi service jmx rmi jndi rmi info server elasticsearch info object mappings scraper location image notice group user info inet view info head inet server info server ghost dancer elasticsearch initializing info plugins ghost dancer loaded info server ghost dancer elasticsearch info server ghost dancer elasticsearch info transport ghost dancer inet inet join timed out info ghost dancer master ghost dancer inet info discovery ghost dancer info http ghost dancer inet inet info jmx ghost dancer service jmx rmi jndi rmi service jmx rmi jndi rmi info server ghost dancer elasticsearch info ghost dancer object mappings scraper location image group notice user message table view local message table size highest stability local message table size highest stability local message table size highest stability local message table size highest stability local message table size highest stability local message table size highest stability local message table size highest stability local message table size highest stability local message table size highest stability info ghost dancer war inet message table view message table view message table view message table view message table view info server ghost dancer elasticsearch message table view collect view sender window info server ghost dancer elasticsearch info server ghost dancer elasticsearch info server ghost dancer elasticsearch info server elasticsearch initializing info plugins loaded info server elasticsearch info server elasticsearch info transport inet inet info master inet inet info discovery info http inet inet info jmx service jmx rmi jndi rmi service jmx rmi jndi rmi info server elasticsearch info head inet server info server war elasticsearch initializing info plugins war loaded info server war elasticsearch info server war elasticsearch info transport war inet inet message table view discovery war state was set discovery info discovery war info http war inet inet info jmx war service jmx rmi jndi rmi service jmx rmi jndi rmi info server war elasticsearch info war master war inet message table view message table view message table view message table view connection peer timed out info server war elasticsearch info server war elasticsearch info server war elasticsearch info server war elasticsearch info server head elasticsearch initializing info plugins head loaded info server head elasticsearch info server head elasticsearch info transport head inet inet join timed out join timed out info head master inet inet inet info discovery head info http head inet inet info jmx head service jmx rmi jndi rmi service jmx rmi jndi rmi info server head elasticsearch	5370
507775	103	kimchy	2010-04-01T19:18:41.000Z	[feature;;v0.06.0]	querydsl fuzzy like this	4	add option like this this time using fuzzy canexecute field defaults field fuzzy like like text max canexecute against field fuzzy like this field like text max	64
507775	104	kimchy	2010-04-02T15:42:26.000Z	[bug;;v0.06.0]	http netty	5	figure out this	16
507775	105	kimchy	2010-04-03T22:37:28.000Z	[enhancement;;v0.06.0]	mapper rename	15	field suffix	15
507775	106	kimchy	2010-04-04T08:59:44.000Z	[enhancement;;v0.06.0]	mapper rename path	5	 	0
507775	107	clintongormley	2010-04-04T11:23:33.000Z	[enhancement;;v0.06.0]	api	4	this curl curl	27
507775	108	clintongormley	2010-04-04T11:58:42.000Z	[enhancement;;v0.06.0]	api add lte	11	option action options which default options param equivalent less perl string-comparison operators equals lte step far	115
507775	109	clintongormley	2010-04-04T12:10:12.000Z	[enhancement;;v0.06.0]	api morelikethis	3	mlt match match min term match min doc max having boost which boost	50
507775	110	clintongormley	2010-04-04T12:18:28.000Z	[]	api put mapping default ignore	10	having options default having value conflict ignore default like take ignore	72
507775	112	clintongormley	2010-04-04T12:26:52.000Z	[]	api put mapping optional typename	8	this ambiguous optional json curl twitter mapping properties message string store can url json	63
507775	113	clintongormley	2010-04-04T12:35:18.000Z	[enhancement;;v0.06.0]	api search	4	order like this last-modified reverse like this last-modified last-modified reverse reverse	50
507775	114	clintongormley	2010-04-04T12:41:16.000Z	[enhancement;;v0.06.0]	querydsl range lte	8	 	0
507775	115	clintongormley	2010-04-04T12:54:46.000Z	[]	api search http params json	7	any reason query-string parameters json params this curl object search fetch this curl object search search fetch	59
507775	117	hz	2010-04-06T03:59:50.000Z	[]	equals exception	8	curl nested malformed json object	26
507775	119	clintongormley	2010-04-06T11:27:18.000Z	[bug;;v0.07.0]	range filter	5	term range filter include term range curl curl curl refresh curl timeout wait status curl curl curl mapping store term vector properties store integer date format date text store string curl mapping store term vector properties store integer date format date text store string curl refresh curl timeout wait status curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl date text curl refresh echo range filter curl search search fetch size filter range match echo range filter curl search search fetch size filter range match echo range filter include curl search search fetch size filter range include match echo range-query include curl search search fetch size range	898
507775	120	clintongormley	2010-04-06T12:53:01.000Z	[]	casting load	4	replicate this this load was process indexing cpu request cmd object notice search search fetch filter term status term location match size publish date reverse get response execute reduce nested classcastexception server status status msg internal-server-error request cmd object notice search search dfs fetch filter term subtype term status term location dismax string boost filter term query-string boost text query-string boost tie size get response execute reduce nested classcastexception server status status msg internal-server-error	211
507775	125	kimchy	2010-04-09T04:28:55.000Z	[enhancement;;v0.06.0]	rename server server	10	sense server	15
507775	129	clintongormley	2010-04-12T17:04:31.000Z	[]	version tags point version	8	future commit include version release checked out clint	43
507775	130	clintongormley	2010-04-12T18:53:06.000Z	[]	unicode	3	testcase which using proper unicode collation sorted curl curl mapping properties text string analyzer keyword curl text curl text curl search text match text text java api apache lucene collation clint	203
507775	131	kimchy	2010-04-13T00:11:02.000Z	[enhancement;;v0.07.0]	http transport default set setting	11	set default set windows	20
507775	133	kimchy	2010-04-14T05:53:22.000Z	[enhancement;;v0.07.0]	mapper json mapping definitions	10	case	8
